iter	Passed	Remaining
334	3526	6999
335	3536	6989
336	3545	6976
337	3556	6965
338	3567	6956
339	3576	6941
340	3587	6932
341	3597	6921
342	3606	6907
343	3616	6897
344	3629	6890
345	3639	6879
346	3652	6873
347	3662	6862
348	3677	6858
349	3687	6848
350	3699	6840
351	3711	6832
352	3721	6821
353	3734	6814
354	3748	6809
355	3760	6801
356	3769	6790
357	3780	6779
358	3790	6768
359	3801	6757
360	3812	6747
361	3822	6737
362	3833	6727
363	3845	6719
364	3856	6709
365	3867	6699
366	3878	6689
367	3887	6676
368	3898	6665
369	3908	6655
370	3918	6642
371	3931	6636
372	3941	6624
373	3949	6611
374	3960	6601
375	3971	6590
376	3981	6579
377	3992	6569
378	4002	6558
379	4011	6545
380	4021	6533
381	4030	6519
382	4040	6509
383	4048	6494
384	4060	6485
385	4069	6472
386	4080	6462
387	4091	6453
388	4101	6442
389	4111	6430
390	4121	6419
391	4130	6406
392	4141	6396
393	4149	6382
394	4159	6370
395	4168	6358
396	4178	6346
397	4187	6334
398	4196	6320
399	4204	6307
400	4213	6294
401	4224	6283
402	4233	6271
403	4243	6259
404	4253	6248
405	4261	6234
406	4272	6224
407	4283	6214
408	4292	6203
409	4302	6190
410	4310	6177
411	4323	6170
412	4337	6165
413	4350	6157
414	4358	6144
415	4368	6132
416	4377	6119
417	4387	6109
418	4398	6099
419	4407	6085
420	4417	6075
421	4425	6062
422	4436	6051
423	4444	6037
424	4455	6027
425	4466	6018
426	4475	6005
427	4487	5997
428	4499	5988
429	4508	5976
430	4520	5967
431	4531	5958
432	4541	5946
433	4552	5937
434	4564	5928
435	4574	5917
436	4586	5908
437	4595	5896
438	4604	5884
439	4615	5874
440	4625	5863
441	4635	5852
442	4646	5842
443	4655	5829
444	4665	5819
445	4674	5807
446	4684	5795
447	4695	5785
448	4703	5772
449	4714	5761
450	4723	5749
451	4732	5737
452	4744	5728
453	4754	5718
454	4764	5706
455	4774	5695
456	4783	5684
457	4794	5673
458	4802	5660
459	4813	5650
460	4822	5638
461	4831	5626
462	4842	5616
463	4851	5604
464	4861	5593
465	4869	5580
466	4879	5568
467	4889	5558
468	4899	5547
469	4911	5538
470	4920	5526
471	4930	5515
472	4940	5505
473	4949	5492
474	4960	5482
475	4970	5471
476	4979	5459
477	4988	5447
478	4996	5434
479	5006	5423
480	5015	5411
481	5026	5402
482	5035	5390
483	5045	5379
484	5054	5367
485	5063	5354
486	5073	5344
487	5081	5331
488	5090	5319
489	5098	5306
490	5108	5296
491	5119	5285
492	5127	5272
493	5137	5262
494	5149	5253
495	5160	5243
496	5172	5235
497	5181	5223
498	5190	5211
499	5199	5199
500	5208	5187
501	5219	5178
502	5229	5167
503	5239	5156
504	5250	5146
505	5259	5134
506	5269	5124
507	5278	5112
508	5289	5102
509	5300	5092
510	5309	5081
511	5320	5070
512	5331	5061
513	5340	5049
514	5351	5039
515	5359	5027
516	5369	5016
517	5379	5005
518	5388	4994
519	5399	4983
520	5409	4973
521	5418	4961
522	5427	4950
523	5436	4938
524	5445	4927
525	5454	4914
526	5463	4903
527	5472	4892
528	5482	4881
529	5493	4871
530	5502	4859
531	5513	4849
532	5522	4838
533	5533	4828
534	5544	4819
535	5554	4808
536	5564	4797
537	5573	4785
538	5581	4773
539	5590	4762
540	5599	4750
541	5609	4739
542	5618	4728
543	5628	4717
544	5637	4706
545	5647	4695
546	5658	4686
547	5668	4675
548	5678	4664
549	5687	4653
550	5697	4642
551	5709	4633
552	5718	4622
553	5728	4611
554	5737	4600
555	5746	4588
556	5756	4577
557	5764	4566
558	5773	4554
559	5781	4542
560	5791	4531
561	5799	4519
562	5809	4509
563	5818	4497
564	5827	4486
565	5836	4475
566	5845	4463
567	5854	4453
568	5863	4441
569	5872	4430
570	5880	4417
571	5890	4407
572	5899	4396
573	5908	4385
574	5917	4373
575	5926	4362
576	5935	4351
577	5944	4339
578	5955	4330
579	5963	4318
580	5972	4307
581	5981	4295
582	5990	4284
583	5999	4273
584	6008	4262
585	6018	4252
586	6027	4240
587	6037	4230
588	6048	4220
589	6058	4210
590	6067	4198
591	6075	4187
592	6084	4176
593	6092	4164
594	6103	4154
595	6114	4144
596	6124	4133
597	6133	4123
598	6142	4111
599	6152	4101
600	6161	4090
601	6169	4078
602	6178	4067
603	6187	4056
604	6197	4046
605	6206	4035
606	6216	4024
607	6224	4013
608	6234	4002
609	6243	3991
610	6252	3980
611	6261	3969
612	6268	3957
613	6278	3946
614	6286	3935
615	6296	3925
616	6307	3915
617	6318	3905
618	6331	3897
619	6341	3886
620	6355	3878
621	6369	3870
622	6380	3861
623	6391	3851
624	6402	3841
625	6411	3830
626	6420	3819
627	6430	3809
628	6439	3798
629	6449	3787
630	6459	3777
631	6468	3766
632	6478	3755
633	6486	3744
634	6496	3734
635	6507	3724
636	6517	3714
637	6529	3704
638	6540	3694
639	6549	3683
640	6558	3673
641	6567	3662
642	6580	3653
643	6593	3645
644	6607	3636
645	6620	3628
646	6634	3619
647	6647	3611
648	6659	3601
649	6671	3592
650	6681	3581
651	6694	3573
652	6708	3564
653	6720	3555
654	6731	3545
655	6745	3537
656	6755	3526
657	6768	3518
658	6780	3508
659	6792	3499
660	6803	3489
661	6813	3478
662	6825	3469
663	6836	3459
664	6846	3449
665	6857	3439
666	6872	3431
667	6883	3421
668	6894	3411
669	6911	3404
670	6925	3395
671	6939	3386
672	6948	3376
673	6956	3364
674	6966	3354
675	6975	3343
676	6986	3333
677	6994	3321
678	7004	3311
679	7013	3300
680	7024	3290
681	7037	3281
682	7047	3270
683	7057	3260
684	7069	3250
685	7080	3240
686	7090	3230
687	7102	3220
688	7111	3210
689	7121	3199
690	7131	3189
691	7140	3178
692	7150	3167
693	7158	3156
694	7170	3146
695	7179	3135
696	7189	3125
697	7199	3114
698	7208	3104
699	7218	3093
700	7228	3083
701	7237	3072
702	7247	3061
703	7256	3050
704	7266	3040
705	7275	3029
706	7285	3019
707	7295	3008
708	7304	2998
709	7316	2988
710	7326	2978
711	7336	2967
712	7345	2956
713	7353	2945
714	7364	2935
715	7374	2924
716	7383	2914
717	7393	2903
718	7401	2892
719	7411	2882
720	7419	2871
721	7429	2860
722	7437	2849
723	7447	2838
724	7455	2828
725	7465	2817
726	7475	2807
727	7483	2796
728	7494	2785
729	7502	2774
730	7512	2764
731	7520	2753
732	7531	2743
733	7541	2732
734	7549	2721
735	7559	2711
736	7567	2700
737	7578	2690
738	7587	2679
739	7597	2669
740	7606	2658
741	7615	2647
742	7625	2637
743	7634	2627
744	7644	2616
745	7654	2606
746	7662	2595
747	7671	2584
748	7679	2573
749	7690	2563
750	7698	2552
751	7709	2542
752	7718	2531
753	7728	2521
754	7739	2511
755	7747	2500
756	7757	2490
757	7765	2479
758	7775	2469
759	7785	2458
760	7793	2447
761	7803	2437
762	7811	2426
763	7821	2416
764	7829	2405
765	7841	2395
766	7855	2386
767	7868	2377
768	7880	2367
769	7893	2357
770	7906	2348
771	7919	2339
772	7932	2329
773	7943	2319
774	7956	2310
775	7972	2301
776	7987	2292
777	8000	2282
778	8008	2271
779	8017	2261
780	8026	2250
781	8035	2240
782	8043	2229
783	8054	2219
784	8063	2208
785	8072	2197
786	8083	2187
787	8093	2177
788	8105	2167
789	8116	2157
790	8128	2147
791	8140	2138
792	8154	2128
793	8164	2118
794	8176	2108
795	8188	2098
796	8199	2088
797	8210	2078
798	8219	2067
799	8229	2057
800	8238	2046
801	8249	2036
802	8261	2026
803	8269	2016
804	8280	2005
805	8289	1995
806	8301	1985
807	8311	1974
808	8320	1964
809	8329	1953
810	8337	1943
811	8348	1932
812	8359	1922
813	8369	1912
814	8382	1902
815	8393	1892
816	8401	1881
817	8411	1871
818	8420	1860
819	8429	1850
820	8437	1839
821	8448	1829
822	8457	1818
823	8465	1808
824	8476	1798
825	8485	1787
826	8497	1777
827	8507	1767
828	8516	1756
829	8526	1746
830	8537	1736
831	8547	1725
832	8557	1715
833	8566	1705
834	8576	1694
835	8586	1684
836	8595	1673
837	8606	1663
838	8615	1653
839	8624	1642
840	8634	1632
841	8645	1622
842	8658	1612
843	8669	1602
844	8679	1592
845	8690	1581
846	8699	1571
847	8710	1561
848	8719	1550
849	8727	1540
850	8737	1529
851	8746	1519
852	8755	1508
853	8765	1498
854	8775	1488
855	8788	1478
856	8797	1467
857	8807	1457
858	8817	1447
859	8827	1437
860	8839	1427
861	8850	1416
862	8860	1406
863	8871	1396
864	8880	1385
865	8889	1375
866	8900	1365
867	8909	1354
868	8918	1344
869	8927	1333
870	8939	1324
871	8950	1313
872	8960	1303
873	8971	1293
874	8981	1283
875	8990	1272
876	9000	1262
877	9009	1251
878	9018	1241
879	9028	1231
880	9038	1220
881	9048	1210
882	9057	1200
883	9069	1190
884	9080	1179
885	9088	1169
886	9098	1159
887	9107	1148
888	9116	1138
889	9125	1127
890	9134	1117
891	9144	1107
892	9152	1096
893	9163	1086
894	9173	1076
895	9185	1066
896	9196	1056
897	9204	1045
898	9214	1035
899	9223	1024
900	9234	1014
901	9244	1004
902	9252	993
903	9263	983
904	9271	973
905	9281	962
906	9290	952
907	9300	942
908	9309	931
909	9317	921
910	9327	911
911	9336	900
912	9348	890
913	9358	880
914	9367	870
915	9377	859
916	9386	849
917	9396	839
918	9404	828
919	9412	818
920	9421	808
921	9430	797
922	9440	787
923	9448	777
924	9458	766
925	9467	756
926	9477	746
927	9485	735
928	9495	725
929	9504	715
930	9512	705
931	9522	694
932	9530	684
933	9541	674
934	9549	663
935	9560	653
936	9569	643
937	9578	633
938	9589	622
939	9597	612
940	9606	602
941	9615	592
942	9624	581
943	9634	571
944	9643	561
945	9653	551
946	9661	540
947	9671	530
948	9681	520
949	9690	510
950	9699	499
951	9709	489
952	9719	479
953	9728	469
954	9741	459
955	9753	448
956	9763	438
957	9773	428
958	9784	418
959	9793	408
960	9803	397
961	9812	387
962	9821	377
963	9830	367
964	9838	356
965	9848	346
966	9856	336
967	9866	326
968	9875	315
969	9885	305
970	9894	295
971	9903	285
972	9911	275
973	9920	264
974	9929	254
975	9939	244
976	9948	234
977	9957	223
978	9968	213
979	9977	203
980	9986	193
981	9996	183
982	10004	173
983	10014	162
984	10022	152
985	10033	142
986	10042	132
987	10051	122
988	10060	111
989	10069	101
990	10080	91
991	10088	81
992	10097	71
993	10105	60
994	10115	50
995	10126	40
996	10137	30
997	10151	20
998	10162	10
999	10172	0
